%J       CT       CP       eta
0.089,   0.1201,   0.0523,   0.204
0.112,   0.1171,   0.0522,   0.250
0.134,   0.1129,   0.0512,   0.296
0.155,   0.1101,   0.0511,   0.335
0.176,   0.1059,   0.0500,   0.372
0.199,   0.1019,   0.0493,   0.410
0.225,   0.0974,   0.0483,   0.453
0.246,   0.0935,   0.0475,   0.484
0.266,   0.0895,   0.0465,   0.512
0.287,   0.0865,   0.0460,   0.540
0.308,   0.0833,   0.0454,   0.566
0.332,   0.0787,   0.0444,   0.587
0.357,   0.0743,   0.0434,   0.611
0.378,   0.0704,   0.0424,   0.627
0.395,   0.0669,   0.0414,   0.638
0.420,   0.0616,   0.0398,   0.651
0.445,   0.0562,   0.0381,   0.657
